id,upacc,kingdom,phylum,class,order,family,genus,species
A0A3G3K0F2,A0A3G3K0F2,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella candidum
A0A518REA8,A0A518REA8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. XS-10
A0A1I5TQX3,A0A1I5TQX3,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Parafilimonas,Parafilimonas terrae
V9H8R3,V9H8R3,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Simonsiella,Simonsiella muelleri
A0A0A0HMC0,A0A0A0HMC0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius mucosus
A0A0A0HHB5,A0A0A0HHB5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius mucosus
A0A0A0HEK3,A0A0A0HEK3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius mucosus
A0A0A0HIQ9,A0A0A0HIQ9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius mucosus
Q87G89,Q87G89,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus
A0A1I2KQB1,A0A1I2KQB1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Planifilum fulgidum
A0A1I2NDH7,A0A1I2NDH7,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Planifilum fulgidum
A0A1I2QRD1,A0A1I2QRD1,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Planifilum fulgidum
A0A1I2N7A4,A0A1I2N7A4,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Planifilum,Planifilum fulgidum
A0A2M9PA81,A0A2M9PA81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Amaricoccus sp. HAR-UPW-R2A-40
A0A2M9P6K6,A0A2M9P6K6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Amaricoccus sp. HAR-UPW-R2A-40
A0A2M9P985,A0A2M9P985,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Amaricoccus sp. HAR-UPW-R2A-40
A0A2M9P5Y4,A0A2M9P5Y4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Amaricoccus sp. HAR-UPW-R2A-40
A0A1U9NFR9,A0A1U9NFR9,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio sp. PSBB023
A0A1U9NFN5,A0A1U9NFN5,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio sp. PSBB023
A0A1U9NEN8,A0A1U9NEN8,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,Cellvibrio sp. PSBB023
A0A173L236,A0A173L236,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium sp. EP60837
A0A4Y9ACD5,A0A4Y9ACD5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus salicampi
A0A4Y9ACY2,A0A4Y9ACY2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus salicampi
A0A4Y9AC49,A0A4Y9AC49,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lentibacillus,Lentibacillus salicampi
A0A2S3QH95,A0A2S3QH95,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Sulfobacillus sp. hq2
A0A2S3QHY7,A0A2S3QHY7,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Sulfobacillus sp. hq2
A0A3N6GKB5,A0A3N6GKB5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI97-07
A0A3N6GLG5,A0A3N6GLG5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI97-07
A0A3N6IQK8,A0A3N6IQK8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI97-07
A0A3N6GRK6,A0A3N6GRK6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI97-07
A0A3N6GBJ4,A0A3N6GBJ4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI97-07
A0A3N6DHS1,A0A3N6DHS1,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ADI93-02
A0A261QMY4,A0A261QMY4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis (tsetse S-endosymbionts),Sodalis-like symbiont of Philaenus spumarius
A0A2U2CBX2,A0A2U2CBX2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maritimibacter,Maritimibacter sp. 55A14
A0A2U2CHK1,A0A2U2CHK1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maritimibacter,Maritimibacter sp. 55A14
A0A2U2CQ67,A0A2U2CQ67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maritimibacter,Maritimibacter sp. 55A14
A0A2U2CDI2,A0A2U2CDI2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maritimibacter,Maritimibacter sp. 55A14
A0A2U2CM40,A0A2U2CM40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Maritimibacter,Maritimibacter sp. 55A14
A0A656YW04,A0A656YW04,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
A0A656YSY3,A0A656YSY3,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
A0A656YRK9,A0A656YRK9,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
A0A2K9P448,A0A2K9P448,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Monoglobus,Monoglobus pectinilyticus
A0A2N5Y242,A0A2N5Y242,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Kineobactrum,Kineobactrum sediminis
A0A3M8FNK3,A0A3M8FNK3,Bacteria,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Balneola,Balneola sp.
A0A3M8G4W1,A0A3M8G4W1,Bacteria,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Balneola,Balneola sp.
R5ZM72,R5ZM72,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium sp. CAG:568
A0A2Z3HTN5,A0A2Z3HTN5,Bacteria,Proteobacteria,Gammaproteobacteria,,,,Gammaproteobacteria bacterium ESL0073
A0A157SCV0,A0A157SCV0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella ansorpii
A0A157SSY8,A0A157SSY8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella ansorpii
A0A157SR33,A0A157SR33,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella ansorpii
A0A157SRU4,A0A157SRU4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella ansorpii
A0A157S9T3,A0A157S9T3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella ansorpii
A0A7W2TV15,A0A7W2TV15,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,Parahaliea sp. F7430
A0A7W2YJC7,A0A7W2YJC7,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Parahaliea,Parahaliea sp. F7430
A0A238DRU1,A0A238DRU1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. X19
A0A238DJT5,A0A238DJT5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. X19
A0A238DND0,A0A238DND0,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. X19
A0A238DI77,A0A238DI77,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. X19
A0A238DRP1,A0A238DRP1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. X19
A0A238DJJ5,A0A238DJJ5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. X19
A0A238DSS7,A0A238DSS7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Thiomonas,Thiomonas sp. X19
A0A318EBD5,A0A318EBD5,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Sinimarinibacterium,Sinimarinibacterium flocculans
A0A1G9UNF4,A0A1G9UNF4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kriegella,Kriegella aquimaris
A0A1G9ULR8,A0A1G9ULR8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kriegella,Kriegella aquimaris
A0A1G9VFE7,A0A1G9VFE7,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kriegella,Kriegella aquimaris
A0A7I7NJ32,A0A7I7NJ32,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium lacus
A0A498BZ31,A0A498BZ31,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium telephonicum
A0A2N3Y1Y5,A0A2N3Y1Y5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora spinosa
A0A2N3XQP5,A0A2N3XQP5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora spinosa
A0A5R8KDF7,A0A5R8KDF7,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter,Phragmitibacter flavus
A0A5R8KAM7,A0A5R8KAM7,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter,Phragmitibacter flavus
A0A5R8KG89,A0A5R8KG89,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter,Phragmitibacter flavus
A0A5R8KEJ9,A0A5R8KEJ9,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter,Phragmitibacter flavus
A0A073JSA2,A0A073JSA2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus manliponensis
A0A073K053,A0A073K053,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus manliponensis
C0N949,C0N949,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thiooxydans
C0N5E6,C0N5E6,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thiooxydans
C0N7J7,C0N7J7,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thiooxydans
C0N7A8,C0N7A8,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thiooxydans
C0N3C6,C0N3C6,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thiooxydans
A0A345QJT9,A0A345QJT9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
A0A345QT79,A0A345QT79,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
A0A345QJE0,A0A345QJE0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
A0A345QKQ8,A0A345QKQ8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
A0A345QS93,A0A345QS93,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
A0A345QJU0,A0A345QJU0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter sp. SK012
A0A6G7XF29,A0A6G7XF29,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter viscericola
A0A6G7XD74,A0A6G7XD74,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter viscericola
A0A6G7YZ65,A0A6G7YZ65,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. HDW10
A0A5M8P7H9,A0A5M8P7H9,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,,Candidatus Tokpelaia,Candidatus Tokpelaia sp.
A0A1H3QNG1,A0A1H3QNG1,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. Nm58
A0A1H3P5Q5,A0A1H3P5Q5,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas sp. Nm58
A0A562TAZ2,A0A562TAZ2,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense
A0A562T9J4,A0A562T9J4,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense
S5Y7E8,S5Y7E8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminophilus
S5Y7G4,S5Y7G4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminophilus
A0A0S2DFP2,A0A0S2DFP2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes
A0A0S2DE29,A0A0S2DE29,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes
A0A0F7JT60,A0A0F7JT60,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanxanigenens
W0AA21,W0AA21,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanxanigenens
A0A328ACB9,A0A328ACB9,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus bohemicus
A0A176KYV0,A0A176KYV0,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. FXJ1.172
A0A176LBP5,A0A176LBP5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. FXJ1.172
A0A176LDB1,A0A176LDB1,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. FXJ1.172
A0A176KYH4,A0A176KYH4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. FXJ1.172
A0A176L947,A0A176L947,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. FXJ1.172
A0A4S4AZW2,A0A4S4AZW2,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus nasutitermitis
A0A4S4B809,A0A4S4B809,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus nasutitermitis
A0A4S4B3S7,A0A4S4B3S7,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus nasutitermitis
A0A4S4B1W1,A0A4S4B1W1,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus nasutitermitis
A0A4S4B3N4,A0A4S4B3N4,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus nasutitermitis
A0A077M3S9,A0A077M3S9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Intrasporangiaceae,Tetrasphaera,Tetrasphaera japonica
A0A369AUR2,A0A369AUR2,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Vagococcus,Vagococcus fluvialis
A0A7V7PQ94,A0A7V7PQ94,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas leprariae
A0A7V7TW28,A0A7V7TW28,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas leprariae
A0A7V7PM17,A0A7V7PM17,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas leprariae
A0A7V7PNV6,A0A7V7PNV6,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas leprariae
A0A085EIQ8,A0A085EIQ8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium gilvum
A0A2S0HSS8,A0A2S0HSS8,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pukyongia,Pukyongia salina
A0A2S0I004,A0A2S0I004,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pukyongia,Pukyongia salina
A0A2S0HUX4,A0A2S0HUX4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pukyongia,Pukyongia salina
A0A1G6H309,A0A1G6H309,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Propionibacteriales,Propionibacteriaceae,Raineyella,Raineyella antarctica
A0A5C6RQP9,A0A5C6RQP9,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Vicingaceae,Vicingus,Vicingus serpentipes
A0A1G6QJE5,A0A1G6QJE5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter gelidistatuariae
H4FCF7,H4FCF7,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. PDO1-076
H4F556,H4F556,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. PDO1-076
A0A0T5NNT9,A0A0T5NNT9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius atlanticus
A0A4Y6I6U8,A0A4Y6I6U8,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. SNU WT4
A0A4T2AEI8,A0A4T2AEI8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis
A0A4T1ZN34,A0A4T1ZN34,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aeridis
A0A3N2IAG8,A0A3N2IAG8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Frigoribacterium,Frigoribacterium sp. PhB160
A0A3N2I9J7,A0A3N2I9J7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Frigoribacterium,Frigoribacterium sp. PhB160
A0A3N2IE22,A0A3N2IE22,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Frigoribacterium,Frigoribacterium sp. PhB160
T0SF25,T0SF25,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus (lactic streptococci),Lactococcus lactis subsp. cremoris (Streptococcus cremoris)
A0A5B8G4D3,A0A5B8G4D3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paraoceanicella,Paraoceanicella profunda
A0A5B8G4A3,A0A5B8G4A3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paraoceanicella,Paraoceanicella profunda
A9WTR1,A9WTR1,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Micrococcaceae,Renibacterium,Renibacterium salmoninarum
A0A1H9GNS3,A0A1H9GNS3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Piscibacillus,Piscibacillus halophilus
A0A1H9GNB2,A0A1H9GNB2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Piscibacillus,Piscibacillus halophilus
A0A2N6U1S5,A0A2N6U1S5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. UMB0905
A0A2N6U1V5,A0A2N6U1V5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium sp. UMB0905
A0A1C2DSR8,A0A1C2DSR8,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium hungaricum
A0A1C2DEA4,A0A1C2DEA4,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium hungaricum
A0A1C2DNP1,A0A1C2DNP1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium hungaricum
A0A1C2DNE6,A0A1C2DNE6,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium hungaricum
A0A0B4XHP6,A0A0B4XHP6,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum
A0A0B4XAS4,A0A0B4XAS4,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum
A0A0B4XCQ3,A0A0B4XCQ3,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum
A0A0B4X576,A0A0B4X576,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum
A0A0B4XH97,A0A0B4XH97,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum
A0A0B4X1W4,A0A0B4X1W4,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium gallicum
A0A4Q6BA10,A0A4Q6BA10,Bacteria,Proteobacteria,,,,,Proteobacteria bacterium
A0A438M6X6,A0A438M6X6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea polychroma
A0A438MAE2,A0A438MAE2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea polychroma
A0A438M8V7,A0A438M8V7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea polychroma
A0A438MKZ8,A0A438MKZ8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea polychroma
A0A438LZX4,A0A438LZX4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea polychroma
A0A438M7V9,A0A438M7V9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea polychroma
B3EN78,B3EN78,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeobacteroides
A0A0E9MRH4,A0A0E9MRH4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changbaiensis
A0A0E9MNS2,A0A0E9MNS2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changbaiensis
A0A0E9MMX5,A0A0E9MMX5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changbaiensis
A0A0E9MPZ5,A0A0E9MPZ5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changbaiensis
